url,scan_status,finding_id,finding_title,finding_description,finding_score,tags,item_selector,item_snippet,item_node_label,item_explanation
https://tools.usps.com,success,,,,,,,,,
https://pmc.ncbi.nlm.nih.gov,success,,,,,,,,,
https://nasa.gov,success,button-name,Buttons do not have an accessible name,"When a button doesn't have an accessible name, screen readers announce it as ""button"", making it unusable for users who rely on screen readers. [Learn how to make buttons more accessible](https://dequeuniversity.com/rules/axe/4.11/button-name).",0,,header.hds-nasa-header > div.usa-nav-container > div.grid-col > button#global-navigation-trigger--mobile,"<button id=""global-navigation-trigger--mobile"" class=""hds-global-menu-toggle menu-toggle menu-mobile-toggle"" aria-expanded=""false"" data-menu-action=""open"" data-menu-location=""left"">",header.hds-nasa-header > div.usa-nav-container > div.grid-col > button#global-navigation-trigger--mobile,"Fix any of the following:
  Element does not have inner text that is visible to screen readers
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element has no title attribute
  Element does not have an implicit (wrapped) <label>
  Element does not have an explicit <label>
  Element's default semantics were not overridden with role=""none"" or role=""presentation"""
https://nasa.gov,success,button-name,Buttons do not have an accessible name,"When a button doesn't have an accessible name, screen readers announce it as ""button"", making it unusable for users who rely on screen readers. [Learn how to make buttons more accessible](https://dequeuniversity.com/rules/axe/4.11/button-name).",0,,header.hds-nasa-header > div.usa-nav-container > div.grid-col > button.hds-search-panel-mobile-trigger,"<button class=""hds-search-panel-mobile-trigger search-mobile color-carbon-20 menu-toggle"" data-menu-action=""open"" data-menu-location=""right"">",header.hds-nasa-header > div.usa-nav-container > div.grid-col > button.hds-search-panel-mobile-trigger,"Fix any of the following:
  Element does not have inner text that is visible to screen readers
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element has no title attribute
  Element does not have an implicit (wrapped) <label>
  Element does not have an explicit <label>
  Element's default semantics were not overridden with role=""none"" or role=""presentation"""
https://nasa.gov,success,color-contrast,Background and foreground colors do not have a sufficient contrast ratio.,Low-contrast text is difficult or impossible for many users to read. [Learn how to provide sufficient color contrast](https://dequeuniversity.com/rules/axe/4.11/color-contrast).,0,,div.margin-bottom-2 > div.countdown-item > div.countdown-item-inner > p,<p>,03,"Fix any of the following:
  Element has insufficient color contrast of 2.97 (foreground color: #288bff, background color: #0b3d91, font size: 36.0pt (48px), font weight: normal). Expected contrast ratio of 3:1"
https://nasa.gov,success,color-contrast,Background and foreground colors do not have a sufficient contrast ratio.,Low-contrast text is difficult or impossible for many users to read. [Learn how to provide sufficient color contrast](https://dequeuniversity.com/rules/axe/4.11/color-contrast).,0,,div.margin-bottom-2 > div.countdown-item > div.countdown-item-inner > span.label,"<span class=""label"">",DAYS,"Fix any of the following:
  Element has insufficient color contrast of 3.36 (foreground color: #959599, background color: #0b3d91, font size: 8.4pt (11.2px), font weight: normal). Expected contrast ratio of 4.5:1"
https://nasa.gov,success,color-contrast,Background and foreground colors do not have a sufficient contrast ratio.,Low-contrast text is difficult or impossible for many users to read. [Learn how to provide sufficient color contrast](https://dequeuniversity.com/rules/axe/4.11/color-contrast).,0,,div.margin-bottom-2 > div.countdown-item > div.countdown-item-inner > p,<p>,10,"Fix any of the following:
  Element has insufficient color contrast of 2.97 (foreground color: #288bff, background color: #0b3d91, font size: 36.0pt (48px), font weight: normal). Expected contrast ratio of 3:1"
https://nasa.gov,success,color-contrast,Background and foreground colors do not have a sufficient contrast ratio.,Low-contrast text is difficult or impossible for many users to read. [Learn how to provide sufficient color contrast](https://dequeuniversity.com/rules/axe/4.11/color-contrast).,0,,div.margin-bottom-2 > div.countdown-item > div.countdown-item-inner > span.label,"<span class=""label"">",HRS,"Fix any of the following:
  Element has insufficient color contrast of 3.36 (foreground color: #959599, background color: #0b3d91, font size: 8.4pt (11.2px), font weight: normal). Expected contrast ratio of 4.5:1"
https://nasa.gov,success,color-contrast,Background and foreground colors do not have a sufficient contrast ratio.,Low-contrast text is difficult or impossible for many users to read. [Learn how to provide sufficient color contrast](https://dequeuniversity.com/rules/axe/4.11/color-contrast).,0,,div.margin-bottom-2 > div.countdown-item > div.countdown-item-inner > p,<p>,56,"Fix any of the following:
  Element has insufficient color contrast of 2.97 (foreground color: #288bff, background color: #0b3d91, font size: 36.0pt (48px), font weight: normal). Expected contrast ratio of 3:1"
https://nasa.gov,success,color-contrast,Background and foreground colors do not have a sufficient contrast ratio.,Low-contrast text is difficult or impossible for many users to read. [Learn how to provide sufficient color contrast](https://dequeuniversity.com/rules/axe/4.11/color-contrast).,0,,div.margin-bottom-2 > div.countdown-item > div.countdown-item-inner > span.label,"<span class=""label"">",MINS,"Fix any of the following:
  Element has insufficient color contrast of 3.36 (foreground color: #959599, background color: #0b3d91, font size: 8.4pt (11.2px), font weight: normal). Expected contrast ratio of 4.5:1"
